---,WaveName,WaveDisplayName,BuildingDamageMultiplierTier,AreaMin,AreaMax,Waves,IsGlobalFallback,IsStartingWave
163,"LocustDesertWest_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""EA1E646148A311DB77675D914FB49246"", ""A plague of locusts"")","0","(X=-290000.000000,Y=-6000.000000)","(X=-160000.000000,Y=90000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertWest_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertWest_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertWest_Purge_Wave5"",WaveTime=600.000000))","False","False"
164,"LocustDesertWest_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""246B48FB4DD0380D8FA6CA90C6BD076A"", ""A plague of locusts"")","0","(X=-290000.000000,Y=-6000.000000)","(X=-160000.000000,Y=90000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertWest_Purge_Wave6"",WaveTime=600.000000))","False","False"
165,"LocustDesertWest_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""753EDD7F4E5C8D3D008E0894D743BD57"", ""A plague of locusts"")","0","(X=-290000.000000,Y=-6000.000000)","(X=-160000.000000,Y=90000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustQueenDesert""),OnBaseSpawnData=(""Wildlife_LocustQueenDesert""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=1,ActiveCap=1,WaveTime=600.000000))","False","False"
170,"LocustDesertEast_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""BCF49FE8499A642490A329AC7D7EEA98"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=7,ActiveCap=3,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave2"",WaveTime=600.000000))","False","False"
171,"LocustDesertEast_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""A4DB529C4B7C981EFEFC98B9D3FC983D"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustDesertEast_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""LocustDesertEast_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave3"",WaveTime=600.000000))","False","False"
172,"LocustDesertEast_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""BB2E14AD45A8D78D68C47D935723DE12"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustDesertEast_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=7,ActiveCap=3,NextWave=""LocustDesertEast_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave4"",WaveTime=600.000000))","False","False"
173,"LocustDesertEast_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""408739514F872E5FB89685A57A29BA88"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave5"",WaveTime=600.000000))","False","False"
174,"LocustDesertEast_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""4FCFA3A44E3F3E8CA50C0484F8E4FB3F"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustDesertEast_Purge_Wave6"",WaveTime=600.000000))","False","False"
175,"LocustDesertEast_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""447C55164EC10EF46C06F8AD7FFD3352"", ""A plague of locusts"")","0","(X=25000.000000,Y=50000.000000)","(X=155000.000000,Y=110000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustQueenDesert""),OnBaseSpawnData=(""Wildlife_LocustQueenDesert""),Boss=""Wildlife_LocustQueenDesert"",InBaseBoss=""Wildlife_LocustQueenDesert"",BossSpawnDelay=1.000000,SpawnCap=1,ActiveCap=1,WaveTime=600.000000))","False","False"
180,"LocustSwamp_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""67F518484EB6858573460BB0DB3BB7E2"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=7,ActiveCap=3,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave2"",WaveTime=600.000000))","False","True"
181,"LocustSwamp_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""946C53A84A26A509664BD8B8E8D8EDED"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustSwamp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""LocustSwamp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustGreen""),OnBaseSpawnData=(""Wildlife_LocustGreen""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave3"",WaveTime=600.000000))","False","False"
182,"LocustSwamp_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""7075B9514EC9EC3D8FEEEEB7ABDFDFFA"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=6,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""LocustSwamp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=7,ActiveCap=3,NextWave=""LocustSwamp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave4"",WaveTime=600.000000))","False","False"
183,"LocustSwamp_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""5CA9E4ED468F258E78B83783E99AF284"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),OnBaseSpawnData=(""Wildlife_LocustOrange"",""Wildlife_LocustYellow""),Boss=""Wildlife_LocustWhite"",InBaseBoss=""Wildlife_LocustWhite"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave5"",WaveTime=600.000000))","False","False"
184,"LocustSwamp_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D2F74F39446C19D1DDB50ABA462E355C"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenSwamp"",InBaseBoss=""Wildlife_LocustQueenSwamp"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),Boss=""Wildlife_LocustQueenSwamp"",InBaseBoss=""Wildlife_LocustQueenSwamp"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustWhite""),OnBaseSpawnData=(""Wildlife_LocustWhite""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""LocustSwamp_Purge_Wave6"",WaveTime=600.000000))","False","False"
185,"LocustSwamp_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""BD37A6BF43B20F8823026D8ECF8FF451"", ""A plague of locusts"")","0","(X=150000.000000,Y=-18000.000000)","(X=280000.000000,Y=65000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_LocustQueenSwamp""),OnBaseSpawnData=(""Wildlife_LocustQueenSwamp""),Boss=""Wildlife_LocustQueenSwamp"",InBaseBoss=""Wildlife_LocustQueenSwamp"",BossSpawnDelay=1.000000,SpawnCap=1,ActiveCap=1,WaveTime=600.000000))","False","False"
190,"Wolves_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""11AF08294FC69A899E0C2F9770E5F0FF"", ""A pack of wolves"")","0","(X=-80000.000000,Y=-30000.000000)","(X=110000.000000,Y=30000.000000)","((OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,NextWave=""Wolves_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,NextWave=""Wolves_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=20,ActiveCap=8,SpawnLocationCap=3,NextWave=""Wolves_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Wildlife_Dire_Wolf"",InBaseBoss=""Wildlife_Dire_Wolf"",BossSpawnDelay=1.000000,SpawnCap=20,ActiveCap=8,SpawnLocationCap=3,NextWave=""Wolves_Purge_Wave2"",WaveTime=600.000000))","False","True"
191,"Wolves_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""A491417A406FDEF4117868BA5CF51716"", ""A pack of wolves"")","0","(X=-80000.000000,Y=-30000.000000)","(X=110000.000000,Y=30000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Dire_Wolf""),OnBaseSpawnData=(""Wildlife_Wolf""),Boss=""Purge_HeirsToTheNorthBoss_T4"",InBaseBoss=""Purge_HeirsToTheNorthBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Wolf""),OnBaseSpawnData=(""Wildlife_Dire_Wolf""),Boss=""Purge_HeirsToTheNorthBoss_T4"",InBaseBoss=""Purge_HeirsToTheNorthBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=20,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Dire_Wolf""),OnBaseSpawnData=(""Wildlife_Dire_Wolf""),Boss=""Purge_HeirsToTheNorthBoss_T4"",InBaseBoss=""Purge_HeirsToTheNorthBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=30,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Dire_Wolf""),OnBaseSpawnData=(""Wildlife_Dire_Wolf""),Boss=""Purge_HeirsToTheNorthBoss_T4"",InBaseBoss=""Purge_HeirsToTheNorthBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=35,ActiveCap=7,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
